cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
732,331,910,V,P,2019-08-07,732
733,252,984,A,F,2021-10-12,733
734,746,930,A,P,2021-04-05,734
735,608,659,A,P,2022-01-19,735
736,928,489,A,A,2021-10-11,736
737,832,162,A,R,2023-03-24,737
738,397,652,A,P,2023-12-03,738
739,186,505,A,P,2023-08-03,739
740,899,78,V,R,2020-06-22,740
741,5,379,A,R,2020-01-08,741
742,703,707,V,R,2023-02-06,742
743,694,780,A,F,2023-09-17,743
744,345,552,V,F,2023-09-30,744
745,52,797,V,P,2023-10-14,745
746,570,666,V,P,2024-04-20,746
747,493,615,A,P,2022-09-17,747
748,404,149,A,R,2024-03-03,748
749,274,739,A,R,2024-04-23,749
750,158,380,V,F,2023-05-24,750
751,538,523,A,R,2021-11-12,751
752,620,756,V,A,2021-05-02,752
753,325,819,A,R,2022-04-04,753
754,345,484,A,R,2021-04-23,754
755,938,595,A,F,2022-07-14,755
756,450,540,A,R,2021-01-18,756
757,419,785,A,P,2023-06-17,757
758,963,985,V,A,2019-01-24,758
759,558,728,A,P,2021-06-18,759
760,322,847,V,P,2021-02-20,760
761,726,389,A,A,2021-06-15,761
762,715,415,V,P,2023-01-30,762
763,655,384,A,A,2023-04-12,763
764,540,411,A,P,2021-03-29,764
765,752,441,V,P,2022-01-17,765
766,690,286,V,R,2023-08-06,766
767,695,474,V,A,2020-07-16,767
768,440,211,V,R,2022-05-21,768
769,811,969,V,A,2023-09-09,769
770,770,13,V,A,2022-10-21,770
771,559,373,V,P,2019-07-01,771
772,537,393,V,P,2020-12-17,772
773,503,700,V,P,2020-04-04,773
774,599,355,V,R,2023-08-02,774
775,572,336,V,A,2021-09-26,775
776,511,404,A,R,2023-05-13,776
777,620,452,V,R,2020-10-28,777
778,65,274,V,F,2024-03-29,778
779,173,721,V,P,2019-10-08,779
780,429,710,A,R,2021-11-16,780
781,710,964,V,P,2023-10-27,781
782,617,472,V,A,2023-08-31,782
783,922,313,V,P,2020-10-23,783
784,745,133,V,P,2019-07-08,784
785,795,158,A,P,2019-10-02,785
786,509,930,V,A,2019-06-13,786
787,27,290,V,P,2020-06-15,787
788,488,694,V,R,2022-06-26,788
789,357,529,V,A,2020-04-13,789
790,231,26,V,P,2023-07-23,790
791,236,583,V,F,2020-03-12,791
792,363,101,A,A,2020-07-17,792
793,67,58,A,A,2021-04-21,793
794,30,578,A,F,2023-05-17,794
795,776,670,A,P,2022-05-19,795
796,508,292,V,A,2019-02-25,796
797,384,644,V,R,2020-01-31,797
798,364,656,V,P,2020-04-08,798
799,609,585,V,F,2023-11-10,799
800,791,953,A,F,2021-10-01,800
801,306,69,A,P,2019-04-24,801
802,827,683,A,F,2024-02-07,802
803,987,134,A,A,2023-12-04,803
804,826,269,A,F,2019-10-15,804
805,589,305,V,R,2022-03-24,805
806,599,549,A,R,2022-05-02,806
807,131,1,V,A,2020-11-04,807
808,736,465,A,R,2023-07-30,808
809,208,93,V,R,2023-05-22,809
810,913,146,A,A,2023-09-30,810
811,330,80,V,P,2021-12-18,811
812,697,66,V,R,2020-09-04,812
813,822,209,V,A,2020-02-29,813
814,315,122,V,R,2024-02-22,814
815,708,377,A,A,2024-04-30,815
816,402,958,V,R,2021-07-25,816
817,118,919,A,R,2020-05-05,817
818,513,376,A,F,2023-09-29,818
819,251,188,A,A,2022-03-28,819
820,40,689,V,A,2021-07-03,820
821,162,55,A,P,2020-11-04,821
822,914,203,A,A,2023-06-08,822
823,401,190,A,R,2022-02-20,823
824,42,918,A,P,2022-07-05,824
825,359,179,V,R,2019-02-05,825
826,846,540,V,P,2020-03-09,826
827,750,811,A,R,2021-06-02,827
828,368,835,A,A,2024-01-19,828
829,229,348,A,P,2022-04-08,829
830,116,49,V,F,2021-09-19,830
831,732,614,A,F,2019-03-04,831
832,542,798,V,R,2021-11-09,832
833,144,334,A,A,2024-02-24,833
834,256,649,V,R,2024-02-29,834
835,959,249,A,R,2021-01-23,835
836,949,274,A,F,2022-10-10,836
837,893,519,V,P,2022-12-18,837
838,702,296,A,A,2019-06-10,838
839,363,435,A,F,2022-05-17,839
840,803,388,V,A,2022-10-24,840
841,815,641,A,F,2024-05-31,841
842,442,846,V,A,2019-01-21,842
843,983,659,V,A,2019-04-17,843
844,486,414,V,A,2024-02-19,844
845,710,800,A,A,2023-09-14,845
846,925,414,V,F,2020-07-16,846
847,304,688,V,P,2021-10-02,847
848,291,141,V,A,2024-05-10,848
849,786,448,V,P,2022-05-16,849
850,850,344,A,R,2022-10-11,850
851,716,374,V,R,2021-04-24,851
852,547,500,V,P,2020-11-15,852
853,625,144,V,R,2022-09-21,853
854,649,757,V,R,2022-10-24,854
855,598,354,V,P,2023-06-29,855
856,667,630,V,A,2021-01-29,856
857,33,105,V,A,2021-01-30,857
858,725,223,A,A,2022-05-27,858
859,887,878,A,A,2020-07-10,859
860,441,910,A,A,2021-11-08,860
861,272,138,V,R,2023-03-23,861
862,666,340,A,A,2020-04-01,862
863,353,216,A,A,2019-09-06,863
864,797,307,V,P,2024-01-01,864
865,627,567,A,A,2023-03-17,865
866,997,717,V,A,2020-12-10,866
867,955,902,V,P,2019-04-13,867
868,717,474,V,P,2019-04-10,868
869,482,316,A,R,2022-11-23,869
870,260,304,V,P,2023-01-31,870
871,38,145,A,A,2024-04-08,871
872,84,747,V,P,2023-11-03,872
873,716,166,A,R,2020-02-29,873
874,97,189,A,P,2023-05-11,874
875,924,183,A,R,2022-12-16,875
876,453,815,V,A,2021-06-29,876
877,816,561,V,F,2022-01-20,877
878,446,944,A,A,2023-12-16,878
879,157,67,V,R,2024-04-02,879
880,770,845,A,R,2022-05-11,880
881,868,763,V,R,2024-04-21,881
882,66,408,A,A,2022-01-03,882
883,474,807,A,A,2020-04-27,883
884,416,867,A,A,2023-12-29,884
885,252,573,V,R,2024-05-24,885
886,582,206,A,A,2021-04-17,886
887,565,282,A,A,2023-08-04,887
888,210,200,V,A,2023-10-07,888
889,64,794,V,F,2024-01-27,889
890,254,256,V,P,2020-05-14,890
891,726,149,V,P,2022-05-09,891
892,259,313,V,A,2019-04-20,892
893,869,85,V,A,2024-03-26,893
894,566,336,V,F,2022-09-03,894
895,505,594,A,P,2022-10-11,895
896,151,419,A,A,2020-05-17,896
897,760,503,V,P,2020-08-29,897
898,567,925,V,R,2023-06-13,898
899,654,294,V,F,2023-02-07,899
900,802,404,V,A,2019-07-23,900
901,743,59,A,R,2022-12-12,901
902,628,928,A,F,2023-08-01,902
903,800,620,V,P,2022-10-04,903
904,662,701,V,A,2022-09-21,904
905,832,559,A,P,2022-06-14,905
906,597,560,A,F,2019-06-22,906
907,534,18,V,R,2021-03-17,907
908,114,528,V,R,2020-08-23,908
909,329,893,A,R,2022-08-04,909
910,453,208,V,R,2021-11-02,910
911,647,153,A,F,2023-12-16,911
912,506,500,A,A,2023-06-11,912
913,381,375,V,P,2022-02-04,913
914,988,27,A,A,2021-02-02,914
915,934,480,A,R,2023-02-25,915
916,926,244,A,F,2022-06-20,916
917,552,230,A,F,2022-07-04,917
918,773,460,A,R,2022-11-29,918
919,135,968,V,P,2024-02-11,919
920,145,606,A,F,2021-05-07,920
921,240,158,V,R,2020-06-30,921
922,43,141,V,F,2023-10-13,922
923,417,599,V,P,2023-06-03,923
924,75,902,A,R,2021-10-26,924
925,253,743,V,F,2021-04-10,925
926,891,628,A,F,2024-02-23,926
927,875,346,A,A,2021-12-24,927
928,741,90,A,P,2019-04-02,928
929,956,223,A,F,2019-11-05,929
930,373,98,A,P,2023-09-11,930
931,72,731,A,A,2020-10-16,931
932,401,144,V,R,2022-06-11,932
933,633,407,V,F,2023-01-17,933
934,571,899,V,P,2021-02-12,934
935,287,148,A,R,2021-02-09,935
936,87,170,A,R,2021-11-15,936
937,753,899,V,P,2020-07-03,937
938,93,760,V,A,2020-09-23,938
939,703,742,A,A,2021-08-03,939
940,138,679,V,A,2021-11-13,940
941,768,303,A,R,2020-08-12,941
942,686,963,A,F,2022-06-05,942
943,306,473,A,A,2019-11-27,943
944,378,721,V,P,2023-05-06,944
945,585,572,V,F,2020-12-13,945
946,304,194,A,R,2022-02-04,946
947,71,546,A,P,2021-02-24,947
948,837,683,A,P,2020-01-29,948
949,229,455,V,A,2020-01-04,949
950,686,477,A,P,2020-07-14,950
951,586,649,V,P,2021-05-26,951
952,160,190,V,R,2022-05-12,952
953,939,763,A,P,2019-10-19,953
954,972,486,A,A,2020-03-09,954
955,152,597,V,A,2019-02-27,955
956,96,29,A,P,2022-01-23,956
957,977,239,V,A,2023-04-15,957
958,626,216,A,A,2023-12-29,958
959,760,20,A,P,2019-02-16,959
960,513,519,A,P,2021-05-17,960
961,48,85,V,P,2019-02-21,961
962,906,771,A,A,2019-05-12,962
963,586,572,A,P,2021-10-27,963
964,410,296,A,A,2019-09-08,964
965,920,741,A,F,2023-10-04,965
966,152,763,A,R,2020-02-14,966
967,995,970,V,P,2019-01-24,967
968,260,805,V,A,2019-06-21,968
969,936,405,A,P,2022-10-12,969
970,229,959,A,F,2021-01-04,970
971,464,139,V,R,2022-08-28,971
972,184,39,V,F,2024-02-05,972
973,305,697,V,A,2023-06-08,973
974,856,75,V,R,2020-10-31,974
975,467,416,A,A,2022-06-04,975
976,253,471,V,R,2022-03-31,976
977,496,822,V,R,2023-02-28,977
978,323,296,A,P,2021-12-08,978
979,834,277,A,R,2024-04-12,979
980,270,239,V,R,2022-10-13,980
981,667,301,A,P,2022-01-17,981
982,743,81,A,A,2023-04-21,982
983,71,531,V,R,2021-09-30,983
984,337,221,A,A,2022-05-05,984
985,306,443,V,R,2019-02-21,985
986,910,279,V,A,2022-01-18,986
987,30,588,V,A,2021-11-07,987
988,440,626,A,A,2021-10-16,988
989,248,322,V,A,2024-04-26,989
990,655,139,A,P,2022-06-28,990
991,326,124,A,A,2020-12-11,991
992,237,455,V,P,2021-05-29,992
993,507,744,V,R,2022-09-26,993
994,808,921,A,R,2021-09-15,994
995,554,315,A,R,2019-03-06,995
996,328,818,V,R,2022-05-15,996
997,191,977,V,F,2019-03-21,997
998,44,898,A,F,2020-09-27,998
999,507,980,A,P,2019-09-08,999
1000,56,97,V,F,2024-03-30,1000
1001,259,974,V,A,2023-04-16,1001
1002,45,766,A,F,2019-09-18,1002
1003,948,352,V,P,2022-09-25,1003
1004,893,868,A,R,2021-01-30,1004
1005,1000,834,A,R,2022-06-19,1005
1006,334,234,V,F,2019-11-08,1006
1007,899,652,A,F,2020-05-14,1007
1008,913,784,A,P,2022-02-13,1008
1009,362,662,V,P,2023-03-23,1009
1010,443,836,V,R,2021-06-11,1010
1011,720,711,A,F,2020-09-02,1011
1012,424,877,V,A,2020-12-20,1012
1013,519,292,A,P,2021-12-06,1013
1014,850,470,A,F,2021-02-03,1014
1015,571,689,V,A,2021-06-22,1015
1016,674,655,A,R,2020-06-28,1016
1017,579,100,A,P,2020-02-01,1017
1018,361,179,A,R,2019-06-09,1018
1019,46,797,V,P,2023-01-08,1019
1020,952,173,A,P,2022-06-15,1020
1021,615,515,V,R,2023-02-20,1021
1022,164,148,A,P,2023-10-05,1022
1023,541,782,A,A,2019-02-05,1023
1024,933,246,V,R,2021-06-03,1024
1025,752,748,V,F,2023-12-10,1025
1026,898,370,V,F,2023-04-14,1026
1027,461,682,A,R,2019-08-24,1027
1028,351,903,A,R,2020-12-19,1028
1029,523,981,A,R,2022-05-16,1029
1030,775,956,A,R,2022-04-13,1030
1031,153,176,A,P,2024-05-03,1031
1032,312,694,V,P,2022-07-28,1032
1033,534,117,A,R,2022-05-22,1033
1034,585,155,V,R,2021-07-12,1034
1035,317,310,A,R,2023-08-23,1035
1036,492,986,A,R,2022-07-24,1036
1037,252,816,A,A,2020-01-23,1037
1038,223,247,A,F,2019-05-15,1038
1039,744,68,V,A,2024-03-04,1039
1040,148,593,A,R,2022-07-29,1040
1041,43,916,V,F,2019-03-29,1041
1042,459,991,A,F,2019-01-16,1042
1043,130,98,V,P,2021-01-19,1043
1044,799,930,A,P,2021-12-08,1044
1045,96,347,A,P,2022-08-07,1045
1046,807,953,A,R,2024-05-13,1046
1047,566,306,A,A,2022-11-10,1047
1048,473,888,V,A,2023-05-31,1048
1049,881,345,V,A,2021-10-17,1049
1050,234,455,V,P,2023-05-26,1050
1051,375,796,V,R,2019-06-30,1051
1052,617,247,V,A,2024-04-15,1052
1053,892,652,V,F,2022-11-04,1053
1054,386,511,A,F,2023-06-15,1054
1055,171,532,V,R,2023-01-23,1055
1056,540,236,A,P,2019-08-28,1056
1057,762,333,V,P,2022-05-20,1057
1058,558,892,A,F,2020-10-27,1058
1059,83,785,A,A,2020-03-06,1059
1060,805,781,V,R,2021-01-12,1060
1061,140,708,A,P,2023-09-15,1061
1062,684,835,A,F,2020-12-14,1062
1063,259,721,V,A,2023-09-25,1063
1064,642,424,V,P,2024-05-19,1064
1065,635,83,A,P,2021-04-20,1065
1066,640,377,A,R,2024-01-16,1066
1067,379,675,V,P,2019-04-19,1067
1068,667,906,A,P,2019-06-26,1068
1069,69,403,V,P,2019-03-10,1069
1070,822,385,V,R,2023-10-03,1070
1071,767,383,A,A,2019-05-07,1071
1072,124,609,A,F,2021-06-15,1072
1073,92,880,V,F,2023-03-09,1073
1074,308,814,V,R,2021-11-08,1074
1075,669,609,A,A,2019-09-28,1075
1076,786,195,A,P,2019-07-28,1076
1077,139,417,V,P,2024-04-29,1077
1078,144,939,V,A,2023-03-05,1078
1079,982,217,V,A,2021-08-09,1079
1080,383,666,A,P,2020-07-06,1080
1081,530,234,V,F,2022-01-27,1081
1082,74,234,V,R,2023-08-15,1082
1083,526,629,A,F,2023-05-08,1083
1084,674,272,A,P,2021-08-01,1084
1085,939,174,V,F,2022-08-31,1085
1086,827,571,V,A,2024-03-14,1086
1087,324,267,V,F,2020-01-12,1087
1088,178,84,V,F,2020-01-16,1088
1089,890,500,V,P,2021-02-21,1089
1090,830,932,V,R,2019-09-26,1090
1091,835,775,V,F,2023-02-03,1091
1092,620,856,A,P,2020-10-01,1092
1093,359,356,V,A,2020-09-02,1093
1094,587,900,A,F,2019-03-26,1094
1095,156,636,A,A,2023-04-30,1095
1096,496,166,A,A,2019-11-10,1096
1097,294,375,V,P,2021-07-09,1097
1098,190,51,A,A,2023-04-02,1098
1099,838,128,V,F,2022-07-22,1099
1100,507,543,V,A,2022-07-29,1100
1101,321,674,A,A,2021-02-18,1101
1102,686,995,V,P,2024-02-03,1102
1103,353,791,A,F,2022-03-18,1103
1104,325,268,A,R,2020-01-18,1104
1105,306,145,A,P,2019-04-24,1105
1106,465,277,V,R,2019-03-23,1106
1107,7,891,A,R,2022-03-05,1107
1108,40,77,A,R,2021-04-14,1108
1109,315,188,V,F,2022-04-08,1109
1110,237,541,A,F,2023-02-23,1110
1111,305,845,V,F,2020-04-22,1111
1112,889,835,A,P,2023-09-07,1112
1113,406,923,A,R,2019-11-17,1113
1114,824,865,V,P,2019-09-12,1114
1115,801,783,A,P,2023-08-02,1115
1116,883,828,V,R,2020-10-19,1116
1117,699,118,A,F,2019-08-01,1117
1118,738,707,A,R,2021-04-10,1118
1119,540,641,V,F,2023-04-22,1119
1120,82,189,A,R,2019-08-05,1120
1121,475,211,A,F,2022-07-20,1121
1122,597,134,V,P,2019-04-01,1122
1123,267,935,V,P,2020-05-18,1123
1124,691,166,A,P,2023-10-24,1124
1125,582,166,V,F,2021-11-03,1125
1126,221,878,A,A,2019-09-13,1126
1127,542,228,V,A,2023-09-22,1127
1128,895,791,A,R,2022-01-21,1128
1129,156,976,A,R,2019-02-21,1129
1130,425,588,V,P,2021-12-19,1130
1131,341,110,A,A,2019-08-11,1131
1132,427,358,A,F,2023-07-20,1132
1133,378,481,V,A,2024-02-24,1133
1134,997,929,V,F,2023-02-02,1134
1135,143,238,A,F,2021-12-23,1135
1136,674,470,A,F,2023-09-06,1136
1137,534,493,V,A,2021-03-13,1137
1138,408,210,A,F,2022-01-06,1138
1139,840,566,A,R,2022-10-27,1139
1140,822,375,V,P,2023-01-14,1140
1141,587,123,A,R,2023-05-25,1141
1142,190,416,A,F,2019-10-24,1142
1143,551,640,V,R,2020-10-25,1143
1144,575,341,A,P,2021-08-13,1144
1145,467,771,V,R,2019-11-21,1145
1146,239,224,V,R,2019-02-01,1146
1147,911,990,A,A,2020-11-02,1147
1148,509,533,A,P,2023-11-21,1148
1149,627,840,A,A,2019-06-29,1149
1150,256,679,A,P,2020-03-21,1150
1151,146,755,V,R,2023-06-25,1151
1152,564,444,V,F,2020-04-06,1152
1153,570,889,A,R,2021-10-22,1153
1154,946,886,V,P,2021-04-17,1154
1155,684,828,V,F,2021-01-22,1155
1156,838,961,A,F,2023-09-27,1156
1157,919,625,V,P,2020-12-03,1157
1158,454,854,A,P,2021-06-09,1158
1159,948,835,V,R,2019-12-26,1159
1160,254,742,V,A,2019-10-24,1160
1161,787,637,A,F,2022-08-05,1161
1162,311,47,A,R,2024-04-12,1162
1163,927,868,A,A,2023-07-07,1163
1164,442,83,A,F,2019-06-29,1164
1165,638,202,V,R,2019-09-19,1165
1166,936,166,V,P,2024-04-02,1166
1167,532,492,V,A,2020-09-22,1167
1168,605,144,A,A,2023-10-14,1168
1169,522,90,A,A,2021-12-04,1169
1170,711,87,A,R,2024-02-19,1170
1171,69,426,V,A,2019-05-03,1171
1172,931,69,V,P,2019-07-03,1172
1173,967,657,V,P,2019-07-12,1173
1174,896,531,V,F,2021-04-05,1174
1175,1000,626,A,F,2023-06-24,1175
1176,112,106,A,P,2021-01-28,1176
1177,253,74,A,R,2019-02-20,1177
1178,30,420,V,F,2021-01-14,1178
1179,377,833,A,A,2021-11-29,1179
1180,137,683,V,F,2021-09-24,1180
1181,257,702,A,R,2020-09-03,1181
1182,473,638,V,P,2019-12-08,1182
1183,421,903,A,F,2022-03-24,1183
1184,800,226,V,A,2019-12-16,1184
1185,200,532,V,R,2020-01-01,1185
1186,911,356,A,R,2021-07-26,1186
1187,708,968,V,F,2023-08-08,1187
1188,502,281,V,P,2022-09-03,1188
1189,943,329,A,A,2023-08-04,1189
1190,356,106,V,A,2019-03-20,1190
1191,781,414,V,A,2019-11-09,1191
1192,853,57,V,A,2019-10-26,1192
1193,146,481,V,R,2021-04-26,1193
1194,741,997,V,P,2020-12-05,1194
1195,932,678,A,A,2023-09-18,1195
1196,435,56,V,A,2021-08-08,1196
1197,713,277,A,R,2022-05-10,1197
1198,281,814,A,A,2021-04-09,1198
1199,34,113,V,P,2020-12-25,1199
1200,235,987,V,A,2020-12-13,1200
1201,370,410,V,A,2023-07-23,1201
1202,139,694,V,R,2024-05-20,1202
1203,166,629,V,F,2023-07-30,1203
1204,865,28,A,R,2020-09-03,1204
1205,521,701,V,F,2019-04-05,1205
1206,878,741,A,P,2023-07-13,1206
1207,748,966,A,A,2024-02-26,1207
1208,108,5,A,P,2021-09-27,1208
1209,281,795,V,R,2022-11-28,1209
1210,42,797,A,A,2023-05-28,1210
1211,833,843,V,R,2022-03-10,1211
1212,406,804,A,A,2021-04-17,1212
1213,610,281,A,A,2019-05-28,1213
1214,978,11,A,P,2021-02-26,1214
1215,364,188,V,P,2023-10-04,1215
1216,886,312,A,F,2021-05-20,1216
1217,784,251,A,F,2019-12-01,1217
1218,583,983,V,P,2020-06-02,1218
1219,192,179,V,A,2021-06-27,1219
1220,21,937,A,R,2023-05-29,1220
1221,607,114,V,P,2019-10-08,1221
1222,868,738,A,P,2020-04-24,1222
1223,290,49,V,R,2022-01-22,1223
1224,944,647,V,R,2021-08-10,1224
1225,819,194,V,A,2024-05-08,1225
1226,670,467,V,P,2022-07-24,1226
1227,989,945,V,R,2021-06-17,1227
1228,745,857,A,F,2020-01-16,1228
1229,581,132,V,P,2021-10-08,1229
1230,798,154,A,R,2019-03-10,1230
1231,21,271,V,R,2019-05-13,1231
1232,76,612,V,F,2019-12-02,1232
1233,725,553,A,R,2021-02-10,1233
1234,404,500,V,F,2021-08-06,1234
1235,54,507,V,R,2022-10-30,1235
1236,591,362,V,A,2023-03-01,1236
1237,960,567,V,R,2021-11-23,1237
1238,614,929,V,F,2022-09-05,1238
1239,987,890,V,P,2020-11-23,1239
1240,883,441,V,P,2020-07-02,1240
1241,117,607,A,P,2019-11-04,1241
1242,983,831,V,A,2023-08-22,1242
1243,592,130,V,F,2023-01-16,1243
1244,135,401,A,P,2021-08-31,1244
1245,35,143,V,P,2019-10-20,1245
1246,576,472,V,R,2024-03-12,1246
1247,367,155,V,R,2023-11-09,1247
1248,407,404,V,F,2023-10-22,1248
1249,23,261,V,R,2020-07-25,1249
1250,276,158,A,A,2019-12-14,1250
1251,776,288,A,A,2024-05-25,1251
1252,491,912,A,F,2022-06-07,1252
1253,905,496,V,R,2022-01-16,1253
1254,700,868,V,R,2021-09-15,1254
1255,652,791,V,P,2023-07-05,1255
1256,78,875,V,P,2019-12-01,1256
1257,175,249,A,F,2019-08-29,1257
1258,51,486,V,P,2019-03-21,1258
1259,133,887,V,P,2019-10-25,1259
1260,637,953,A,A,2023-07-09,1260
1261,1000,976,A,R,2021-10-17,1261
1262,440,213,V,P,2022-08-27,1262
1263,208,325,A,A,2021-06-25,1263
1264,152,164,V,P,2020-09-28,1264
1265,999,379,A,A,2022-10-11,1265
1266,491,739,V,P,2021-12-25,1266
1267,972,753,V,R,2024-04-27,1267
1268,274,828,A,R,2022-10-22,1268
1269,664,61,A,F,2023-12-05,1269
1270,776,12,A,F,2023-04-29,1270
1271,357,937,A,P,2021-02-08,1271
1272,26,416,A,A,2023-07-10,1272
1273,656,941,V,A,2020-10-07,1273
1274,89,495,A,A,2021-02-28,1274
1275,607,369,A,R,2024-04-30,1275
1276,70,380,V,R,2019-03-23,1276
1277,541,309,V,F,2023-05-07,1277
1278,373,582,V,R,2024-01-11,1278
1279,223,31,A,P,2023-04-02,1279
1280,407,725,A,A,2019-10-14,1280
1281,629,334,V,R,2024-04-21,1281
1282,908,688,V,F,2021-11-02,1282
1283,735,810,V,F,2021-03-09,1283
1284,70,480,A,R,2020-03-31,1284
1285,679,874,V,F,2021-10-19,1285
1286,425,903,V,R,2024-03-24,1286
1287,789,449,A,R,2023-05-19,1287
1288,450,877,V,R,2021-01-15,1288
1289,73,879,A,R,2019-04-20,1289
1290,571,519,A,P,2023-11-08,1290
1291,781,534,A,A,2019-05-02,1291
1292,718,964,V,R,2021-11-02,1292
1293,31,590,V,F,2021-02-04,1293
1294,377,979,A,F,2019-09-06,1294
1295,733,595,V,R,2020-06-30,1295
1296,54,666,A,P,2023-06-04,1296
1297,946,827,A,P,2023-10-29,1297
1298,231,820,V,P,2020-08-12,1298
1299,903,385,V,A,2022-09-12,1299
1300,88,169,A,A,2024-05-26,1300
1301,453,362,A,F,2022-09-16,1301
1302,324,401,A,A,2023-02-04,1302
1303,130,829,A,F,2020-07-06,1303
1304,393,77,V,A,2023-06-21,1304
1305,787,822,V,R,2019-09-13,1305
1306,990,349,V,A,2021-07-27,1306
1307,570,233,V,P,2022-12-29,1307
1308,950,910,A,P,2020-06-11,1308
1309,156,420,V,R,2021-02-02,1309
1310,569,87,A,R,2020-06-22,1310
1311,854,184,V,R,2020-09-19,1311
1312,265,476,V,P,2021-04-30,1312
1313,223,22,A,P,2022-01-25,1313
1314,164,891,A,A,2020-08-18,1314
1315,474,380,V,P,2021-07-05,1315
1316,931,984,A,F,2023-08-29,1316
1317,210,334,A,P,2023-12-21,1317
1318,589,633,V,F,2021-01-20,1318
1319,947,350,V,P,2019-11-07,1319
1320,5,925,V,R,2023-07-02,1320
1321,287,40,A,A,2019-09-20,1321
1322,219,522,V,P,2020-12-12,1322
1323,913,67,V,A,2020-04-11,1323
1324,710,289,A,R,2021-09-26,1324
1325,800,261,V,F,2020-05-28,1325
1326,462,7,V,R,2022-09-27,1326
1327,804,227,V,P,2022-07-31,1327
1328,442,745,A,R,2024-03-21,1328
1329,273,679,V,F,2022-09-06,1329
1330,949,33,V,R,2019-02-04,1330
1331,873,798,V,P,2021-05-08,1331
1332,93,510,V,F,2022-07-08,1332
1333,835,579,V,R,2022-10-10,1333
1334,715,602,V,R,2020-09-12,1334
1335,457,301,A,R,2020-12-03,1335
1336,608,984,A,A,2022-09-16,1336
1337,11,610,V,A,2020-08-24,1337
1338,1,781,A,F,2019-10-05,1338
1339,108,129,A,A,2023-01-11,1339
1340,410,627,A,R,2019-03-10,1340
1341,138,576,A,A,2019-11-11,1341
1342,758,958,V,R,2021-12-09,1342
1343,1000,207,V,A,2022-10-01,1343
1344,224,402,V,P,2022-12-08,1344
1345,257,48,V,R,2024-01-21,1345
1346,197,35,A,R,2022-04-02,1346
1347,890,485,V,P,2022-04-23,1347
1348,222,857,A,A,2021-01-13,1348
1349,969,339,A,R,2021-07-03,1349
1350,695,143,V,R,2019-01-04,1350
1351,299,216,V,R,2022-04-15,1351
1352,448,713,A,R,2019-11-06,1352
1353,492,511,V,A,2020-02-12,1353
1354,57,2,A,A,2020-01-26,1354
1355,265,219,A,A,2020-01-08,1355
1356,703,41,A,R,2021-01-31,1356
1357,507,633,A,P,2019-02-12,1357
1358,23,763,A,P,2023-11-26,1358
1359,797,343,V,R,2022-04-15,1359
1360,494,798,A,F,2022-08-21,1360
1361,5,377,A,R,2020-11-21,1361
1362,358,905,A,A,2024-03-04,1362
1363,96,776,V,R,2021-09-16,1363
1364,859,686,V,A,2021-11-15,1364
1365,99,102,A,R,2020-07-26,1365
1366,360,179,A,R,2020-03-31,1366
1367,830,209,A,A,2020-06-21,1367
1368,807,751,V,A,2021-05-01,1368
1369,869,583,V,A,2024-02-05,1369
1370,641,296,V,A,2022-09-15,1370
1371,82,842,A,P,2021-08-09,1371
1372,437,744,V,R,2021-10-05,1372
1373,888,331,V,P,2019-11-01,1373
1374,17,270,A,A,2019-08-31,1374
1375,987,203,A,P,2019-07-03,1375
1376,509,416,V,P,2022-07-02,1376
1377,175,505,A,P,2022-02-11,1377
1378,447,372,V,F,2023-07-21,1378
1379,672,206,V,R,2022-12-04,1379
1380,430,76,A,A,2021-08-29,1380
1381,622,765,A,P,2023-06-07,1381
1382,76,452,A,P,2024-01-27,1382
1383,368,377,A,P,2019-07-05,1383
1384,337,176,A,F,2022-06-26,1384
1385,325,172,V,A,2019-03-16,1385
1386,712,70,A,F,2019-06-15,1386
1387,388,690,A,P,2020-03-15,1387
1388,282,657,V,R,2020-10-15,1388
1389,493,256,V,A,2021-12-28,1389
1390,37,763,A,F,2022-04-19,1390
1391,767,62,V,A,2024-02-21,1391
1392,901,912,V,F,2021-06-14,1392
1393,624,721,A,R,2022-12-30,1393
1394,879,272,V,F,2020-05-11,1394
1395,551,88,A,F,2020-10-04,1395
1396,393,582,A,P,2021-04-18,1396
1397,539,893,A,R,2024-01-30,1397
1398,38,872,A,P,2020-06-05,1398
1399,238,16,V,F,2022-08-23,1399
1400,546,859,A,P,2020-03-26,1400
1401,452,117,V,R,2021-02-17,1401
1402,810,641,A,R,2020-07-23,1402
1403,227,495,A,R,2022-07-14,1403
1404,115,75,V,R,2021-03-04,1404
1405,911,994,A,P,2021-10-11,1405
1406,332,478,A,F,2019-10-18,1406
1407,864,259,A,P,2024-03-25,1407
1408,827,840,A,F,2020-10-18,1408
1409,782,364,A,A,2022-06-25,1409
1410,105,28,V,P,2024-05-06,1410
1411,438,88,A,A,2023-04-16,1411
1412,44,99,A,R,2022-09-12,1412
1413,859,357,A,F,2022-02-14,1413
1414,233,760,A,F,2019-12-22,1414
1415,5,758,V,F,2021-03-24,1415
1416,910,902,V,A,2022-07-17,1416
1417,501,699,V,A,2022-05-01,1417
1418,456,633,V,R,2023-09-20,1418
1419,889,164,A,P,2022-07-19,1419
1420,958,701,V,F,2020-05-17,1420
